difficulty,discrimination,guessing,feasibility
-2.5543969,6.868794,0.51467633,0.98144686
-0.45934278,6.1113095,0.8290462,0.8965102
0.11790589,7.2246437,0.025175722,0.87084883
0.047505476,6.0114803,0.43865278,0.36479294
1.4383672,6.9816303,0.09130801,0.92842555
0.43111533,6.5792212,0.27834898,0.8567138
-0.28520948,6.4926796,0.68529284,0.96464956
0.14967537,6.916776,0.027911581,0.5859509
-2.7581937,7.487146,0.059902012,0.97872937
1.8477472,6.9356174,0.019392453,0.5923505
-2.9911668,6.6461496,0.4871157,0.92422295
1.324104,6.114296,0.17349993,0.20827928
1.819312,6.5254917,0.34310755,0.8990462
0.23013362,6.2845716,0.5530589,0.82767725
4.9059625,6.877996,0.020117175,0.69002104
-2.5169275,7.3826885,0.029719587,0.91628766
-1.6376317,6.2532997,0.9287373,0.98031425
1.1786963,6.355573,0.1587531,0.45795664
0.035871305,7.3671618,0.02827476,0.9440586
0.11236868,6.1537075,0.38104478,0.48707622
-4.4210367,7.580614,0.07602298,0.9864086
-2.6493666,6.7262287,0.43573675,0.9406626
-2.9156528,7.5495644,0.050979033,0.98063517
1.6957403,6.4172983,0.29096526,0.7789884
-1.4404688,7.449983,0.038917616,0.96639085
-3.1119244,7.6813984,0.031225521,0.98149174
2.1207118,6.746373,0.016708158,0.31029648
-2.6653125,7.551263,0.04364714,0.9778586
0.098229535,6.803362,0.3437946,0.9655299
-4.856981,7.6461716,0.0777349,0.98982275
-4.2792416,7.572753,0.07241593,0.98534286
0.26805183,7.042681,0.0531951,0.8707295
0.057330914,6.9189897,0.021327958,0.49857238
-2.5032477,7.1404095,0.0514577,0.8545736
-0.56105053,5.842226,0.94496125,0.9026358
-1.096516,6.1588144,0.87168807,0.93682724
-1.2490855,7.3068347,0.07313778,0.96905655
0.1632835,6.804991,0.3100799,0.95950073
-0.679777,7.474926,0.032690685,0.9690694
-1.0296054,6.909792,0.054119717,0.71091014
1.6885157,6.8290405,0.03194795,0.5957061
0.12977643,6.737059,0.019593759,0.24932353
0.12779817,6.8987317,0.020540347,0.46269682
-1.4983813,7.02215,0.032417767,0.6782381
-3.1780756,6.7773376,0.39230913,0.9371126
-2.760116,7.5597954,0.043100063,0.97805357
-3.4938028,6.833927,0.6656719,0.9872248
-0.117312245,6.5325184,0.21472064,0.7262696
0.44836405,7.2168727,0.020829927,0.8454038
-5.08397,7.670247,0.08974237,0.9922643
-1.7515389,6.2635026,0.9450349,0.986401
-1.1972111,6.630104,0.33461112,0.8837699
-2.7243211,7.616883,0.033355426,0.977861
-0.077363186,7.17541,0.03899145,0.8961919
-1.5579218,6.1542983,0.9528556,0.98067427
0.1659029,6.6960344,0.057030898,0.5152731
-3.2175655,7.5445356,0.055746853,0.9810326
-1.4575676,7.5328774,0.030428257,0.9705384
0.18511531,7.222583,0.026862971,0.8803289
-1.4691725,6.9577103,0.3057352,0.973678
0.046150632,6.219536,0.46687892,0.6762513
1.6510777,6.6343365,0.10253634,0.7012025
0.044702433,7.270979,0.019493444,0.86072123
-5.170977,7.897316,0.03681407,0.9926541
-0.755309,6.0481734,0.8787127,0.90409553
-2.5235415,6.835278,0.54789793,0.98123497
-4.3848085,7.6129093,0.06753375,0.9867726
-1.2696521,6.9685946,0.26054955,0.9688747
1.7519273,6.8942924,0.019255796,0.5286013
-2.658033,7.2133226,0.06820573,0.924993
-1.5958365,6.3130746,0.90731174,0.97997594
3.3356905,6.651819,0.020403517,0.31223625
-1.4118537,7.045339,0.022675902,0.60708356
-4.2064304,7.532959,0.086435266,0.98586243
-4.4227705,7.561758,0.08400365,0.98681575
-1.1495556,5.7513447,0.93874663,0.8098047
-4.662613,7.5764856,0.08465135,0.9872895
-1.3175424,6.5893793,0.25810993,0.788595
2.1558638,6.987791,0.027105656,0.7613213
-1.0924166,6.580698,0.37325302,0.8798111
-1.5108393,7.1250725,0.038748156,0.82378054
-4.3349266,7.6758504,0.04684387,0.9850413
1.8540272,6.6439724,0.13485514,0.7925281
0.10709936,6.8239393,0.30561063,0.96197724
0.2082127,5.8330355,0.7811953,0.5967797
-1.5468036,7.105622,0.030372787,0.7524654
0.11860097,6.3639917,0.7611307,0.9594087
-1.1988624,6.6171346,0.2150643,0.7683215
0.28401488,6.8481193,0.25963944,0.9577652
-2.8403413,7.491721,0.05796767,0.97794527
-2.231129,7.216973,0.14572494,0.9755299
-1.3522776,6.093975,0.9460918,0.9696557
-1.2287749,7.3388247,0.060832113,0.9670474
1.8721563,6.7198677,0.02682996,0.4017934
0.17852291,7.3314013,0.037948176,0.95437294
-2.963843,6.7106104,0.40564513,0.92064553
-4.080516,7.715822,0.042147163,0.9869819
0.19833434,6.8533335,0.2595924,0.95812523
-0.008549133,7.0368104,0.022100497,0.66273284
0.051411994,7.1447124,0.0179533,0.735099
0.12256969,6.558218,0.61857206,0.9675116
-1.6828591,6.3606234,0.8902384,0.9801349
-1.6665763,7.442705,0.045870665,0.97014576
-3.139132,6.294545,0.94834626,0.985524
-3.060955,7.5827827,0.04394619,0.9797794
-1.3102216,7.1558704,0.028975278,0.7994434
-3.720487,7.0211143,0.48129687,0.9875925
-1.3744936,6.443205,0.62615806,0.921073
1.769809,6.765625,0.026758693,0.457106
1.7227147,6.8488913,0.02062265,0.48609588
-2.831644,7.479409,0.06506996,0.97975826
-2.952057,7.5198483,0.054078303,0.9787517
-4.4121957,7.599185,0.07106976,0.9865933
-0.4355123,6.6177154,0.3381721,0.89603966
1.770565,6.713088,0.044570867,0.54925275
1.5008359,7.015813,0.03258026,0.8024688
-1.1243318,6.8549294,0.038333464,0.53099084
1.4733247,6.08464,0.19939236,0.22238767
-2.7425427,6.695613,0.40532488,0.91812694
-2.843622,7.4686775,0.06776732,0.97960436
-1.5725836,6.2159796,0.92121947,0.97291654
0.58808464,6.8064218,0.2572737,0.95002794
3.7549367,6.58203,0.024409557,0.29928526
0.2113601,6.8266983,0.03979949,0.57976764
-2.807297,6.7309747,0.43895587,0.9410237
0.06214101,5.835692,0.81891096,0.6611235
-2.7557232,7.530844,0.047151733,0.9771443
-1.5574496,7.4562545,0.04646927,0.9733471
0.7310411,7.2814374,0.03770326,0.94696337
-2.9180648,7.1918316,0.06524939,0.906775
-2.5292714,6.5338836,0.48055658,0.8758441
-1.3855815,7.190754,0.049155567,0.9041363
-0.082279764,6.604536,0.33055422,0.8927453
-1.3477013,6.518615,0.30978483,0.774951
-2.6880107,7.537632,0.045484744,0.9772749
-1.2774478,7.238552,0.031232728,0.874744
0.67808074,7.2090797,0.05049478,0.9454054
0.088478364,6.693616,0.24050309,0.8904982
1.6543195,6.850461,0.15625042,0.9340309
-1.6374096,6.228402,0.9360797,0.9804684
-1.6529871,6.2715144,0.93496686,0.9841339
-1.6447359,7.0664163,0.028284848,0.68596375
0.1824381,6.821978,0.2793217,0.95599973
-1.4455024,7.178171,0.052631445,0.90470976
0.16739012,7.394877,0.030512078,0.957177
0.05654479,6.579026,0.20084476,0.76263285
-1.8493506,6.741803,0.30253652,0.90989196
1.3473772,7.2741575,0.02762747,0.9296795
-2.9338796,7.5483932,0.0494719,0.97966146
0.2024787,7.279973,0.04774766,0.95526934
-4.7767115,7.6838703,0.060498934,0.98866034
1.2792095,6.393019,0.03866709,0.13381721
-1.3377527,5.8449507,0.9419579,0.8802009
0.4312002,6.1897163,0.18898866,0.27047333
3.9922564,6.644759,0.0137652755,0.23535472
-0.31740957,5.87001,0.933413,0.8987076
3.1969242,6.5320587,0.15056375,0.76654744
0.20179589,6.7752495,0.026855474,0.38410679
-1.5670718,6.1716905,0.9472703,0.9796427
-2.5182183,7.7205706,0.023225492,0.9809825
-2.7996309,7.474537,0.06542728,0.979513
-4.690532,7.592332,0.08157908,0.9876709
-1.6212605,7.5897236,0.026778104,0.9735908
0.083687924,7.152103,0.036407903,0.8781181
2.8534644,6.9540367,0.026562154,0.7515225
-1.4160601,6.5993953,0.6969794,0.97601706
-1.1353574,6.292165,0.70109415,0.8906527
-1.732855,6.293333,0.9074208,0.9770647
-0.25432602,7.3404903,0.018836366,0.89026034
-1.5258349,7.4060717,0.05468051,0.97185045
-1.1506346,7.5266223,0.026177684,0.96567875
-4.51643,7.5917015,0.08017383,0.9878243
-2.6508582,7.463396,0.06398328,0.9783297
-4.226227,7.5548778,0.07837606,0.9856302
-2.5966733,7.5170956,0.04866414,0.977183
-2.6261218,7.27346,0.04449647,0.90782666
-1.2813932,7.0175915,0.04241014,0.7536646
-2.8552582,7.4844666,0.06370855,0.9796459
1.9575047,5.707394,0.5915877,0.26340827
1.3497554,6.799055,0.012349412,0.25608447
-5.053769,7.7164326,0.071352504,0.9918784
-2.9905875,7.575574,0.044767216,0.9797876
-2.1276634,6.2262516,0.94254375,0.9808069
1.0099552,6.835661,0.21329306,0.9477048
-0.21237463,6.6869783,0.47887433,0.9651043
-2.6814382,7.565181,0.04233647,0.97857136
-1.2899128,7.566238,0.024409251,0.9687677
-1.1510915,7.501131,0.026119534,0.9605811
-1.0652826,6.8880877,0.34012958,0.97110295
-1.1227081,6.34659,0.5147655,0.8039101
-4.7276163,7.7330914,0.046159383,0.9878078
-3.254554,7.519655,0.06613899,0.98248637
-1.4860502,6.6262856,0.38525802,0.9016997
-1.3074579,5.7552657,0.9142814,0.72752076
-1.4110168,7.459777,0.03700098,0.9662385
1.7555053,6.880999,0.028816776,0.6358007
1.5836962,6.7029953,0.020966234,0.29478267
-1.7325608,6.173336,0.938167,0.97427636
-2.893133,6.665454,0.46995434,0.9271934
-1.4111224,7.4336734,0.04608901,0.9705668
-1.561668,7.559314,0.026910873,0.9695054
1.5863683,6.892707,0.039584834,0.7297444
-2.3305337,6.722766,0.6180471,0.97679853
-2.3855774,7.4950533,0.052290644,0.9776438
1.31685,6.6641145,0.012747882,0.14439687
1.2459484,6.5848827,0.019521954,0.15541553
0.15733051,6.9184504,0.029174065,0.60230356
0.014623573,6.877013,0.02635329,0.5057701
-0.2748103,6.0036335,0.7135654,0.6846346
3.5656273,6.6535125,0.10041791,0.79689956
-4.5391417,7.562413,0.08651923,0.987039
-0.2290104,7.4305468,0.031483036,0.9628096
-5.207509,7.9448905,0.031029848,0.9928959
0.19456777,6.400854,0.50119096,0.8747489
-0.21750098,5.8498745,0.946585,0.91583407
-2.8527648,7.1957593,0.05967222,0.89958024
-2.2233663,6.5138264,0.44674075,0.8510601
3.7870944,6.6935577,0.018921593,0.36539006
-4.203394,7.5466743,0.07755801,0.98484045
-1.3679467,6.731795,0.2519753,0.88609004
-1.7341714,6.149875,0.9429038,0.97366196
-2.802703,6.6060886,0.47780335,0.9068983
-1.4642057,6.5467873,0.74483114,0.97591656
-1.0712682,7.4831266,0.031847518,0.96665156
-1.1618892,6.987997,0.082230136,0.86544394
-1.2663864,7.281373,0.027316168,0.8818869
-1.2769754,7.3185153,0.028168648,0.9048766
-1.4384495,7.1285315,0.032402836,0.7935475
-4.893653,7.6545744,0.078054205,0.9902526
-1.4539111,6.5177717,0.40278322,0.8475792
-1.236507,7.142563,0.042764805,0.8617283
-1.2246574,7.4603467,0.036672633,0.96733475
-2.6751728,7.334902,0.031383764,0.896874
-4.1215777,7.6098886,0.054953247,0.9833998
-3.433276,6.9039645,0.32697007,0.9520269
-1.1697448,7.4183187,0.042605676,0.9665417
-1.2502041,6.2974153,0.6296182,0.84533864
-1.2169542,6.9529476,0.300392,0.9736703
-1.1542283,6.6160917,0.33449367,0.87657344
-1.3825983,7.3930755,0.054421056,0.9705822
-2.2627578,7.3887043,0.070000336,0.9735603
-0.80528986,7.450613,0.03358678,0.96499145
3.1033792,6.877167,0.020550285,0.60139334
-1.4331998,7.533243,0.028019661,0.9675903
-0.39121494,7.10432,0.039748214,0.84764135
-1.7535255,6.3286,0.91157246,0.98210055
-0.0010287408,7.4467506,0.02381785,0.9542342
-3.990566,7.7750244,0.028867299,0.9850277
5.2099543,6.6549416,0.018898806,0.3912441
-2.676806,6.5511727,0.5041187,0.894082
0.18345867,7.2322288,0.02251364,0.8608649
0.380548,6.194645,0.1298459,0.17759341
-0.10803313,7.489849,0.022183489,0.95931023
3.353471,6.8804026,0.017559705,0.57106394
0.02575109,7.1173525,0.02325757,0.7673506
0.34166408,7.0640554,0.021041768,0.6991695
-1.272476,6.421047,0.63847655,0.9186408
1.9757684,6.962188,0.027016858,0.72575265
1.9142057,7.0279975,0.06435641,0.92089444
0.0017165001,7.2177777,0.06628702,0.957132
-1.4134142,7.2200675,0.043596033,0.90400934
-0.18061674,7.4067364,0.034269102,0.9624106
-0.04851841,6.2040486,0.34390384,0.49724367
-1.4160438,6.6116056,0.22212549,0.7632034
0.47123975,5.492147,0.9342344,0.5725301
-2.8077059,7.3117256,0.0339932,0.89164996
-2.3115733,7.2101016,0.15248215,0.97577095
0.039606847,7.1153927,0.03815557,0.8608829
-3.1569254,7.4209776,0.031071728,0.9252293
-2.8070753,6.827011,0.55699635,0.9800102
0.0014140066,7.2369356,0.02365894,0.86649495
2.986138,6.5686564,0.067982465,0.5584873
-1.257224,7.1303205,0.034339108,0.8134551
-2.7308853,7.483062,0.058785863,0.9778529
-1.2543586,6.6023817,0.40158644,0.9022504
-4.155759,7.569355,0.07084397,0.98505
1.7015041,6.7712584,0.043488286,0.61565316
-2.1693876,6.2766614,0.9277525,0.980105
-2.089401,6.2953033,0.9243313,0.9812216
0.03174881,7.28488,0.02323661,0.89274406
-2.9323604,7.512309,0.057856627,0.97980887
-2.824421,6.8149786,0.5908183,0.9819177
3.5532248,6.6522217,0.08382694,0.7519288
-1.3574182,6.9380684,0.32745665,0.97474104
0.03865657,6.9206877,0.21577086,0.9594359
-1.4879895,7.355024,0.028119426,0.9171233
0.14047894,6.857627,0.2670512,0.96041036
-1.1411794,7.5409575,0.022939876,0.9626561
-2.6597166,7.5752583,0.039126795,0.9776743
-1.4073441,7.435325,0.044512343,0.96953523
-4.8834305,7.5538726,0.117601894,0.99037
0.07094617,6.805496,0.02604749,0.40755352
-1.1699227,6.2028,0.6351606,0.77274996
-1.3665137,6.6446314,0.6189535,0.9716204
-2.5411966,6.3122225,0.93798256,0.98541343
0.3425239,6.703224,0.38061094,0.954094
-4.3196983,7.5708756,0.074823864,0.98569185
-2.646026,7.454441,0.06724652,0.97870934
0.8548495,5.94248,0.20761558,0.10764753
0.20195714,6.8293552,0.29098225,0.96065164
0.85143214,6.6302223,0.4021997,0.9458425
-4.1367054,7.5375767,0.08184558,0.9853963
0.36910972,6.6887054,0.014639968,0.15647791
-1.2943466,7.3028884,0.026629928,0.88995326
-0.6413716,6.0013356,0.9031817,0.91103107
-1.5862154,6.229479,0.9382227,0.9816398
-1.3537005,6.84446,0.3885664,0.9697958
-1.7029771,6.2414484,0.9247483,0.977118
0.01076523,7.32532,0.04344902,0.9587006
-1.4401006,7.2561026,0.031287357,0.88138825
-1.6209823,7.033006,0.030488292,0.6678801
-2.1053345,7.155218,0.053950097,0.88141274
0.6105057,7.0024595,0.032533627,0.7545325
-1.2187847,6.917913,0.3037624,0.96882194
-0.61900723,5.872445,0.938952,0.9040713
3.4437268,6.213418,0.14207526,0.35439193
-1.3432888,7.2118363,0.03385075,0.8681587
0.07392425,7.390061,0.031774785,0.9573523
0.8493596,6.0025926,0.1664586,0.10687591
-0.19947153,5.961326,0.9002186,0.89700955
-4.1680765,7.734275,0.0413844,0.98770845
-2.3608892,6.8956356,0.48339576,0.98209596
-0.90504324,6.827614,0.033731613,0.4644972
-1.0448338,6.284813,0.34196204,0.5490762
-4.6543407,7.3931212,0.18368872,0.9884681
0.48176056,6.0915017,0.22006333,0.2167798
1.6602284,6.572139,0.21232185,0.8295732
-0.13860893,6.4191904,0.51869303,0.8865775
1.4296619,6.80312,0.037138972,0.5938494
4.601602,6.991735,0.014809753,0.7251445
-2.9987133,7.4901266,0.064794146,0.9800615
-1.4613844,7.1806192,0.046309672,0.89018315
-0.9516679,6.988205,0.0192832,0.5044866
-4.077099,7.559545,0.07301251,0.98511326
1.652436,6.7211237,0.024844402,0.36825773
-0.077710144,6.4830914,0.43303722,0.88011956
-0.076555364,7.4090414,0.030358074,0.9578299
-0.10097762,6.941015,0.2137513,0.96190864
0.2850117,6.597504,0.2559368,0.8472242
-1.8533586,6.2221165,0.93388075,0.97783524
-2.6916978,7.420408,0.07264448,0.97664076
-0.022031682,6.943905,0.02116394,0.52596843
0.27613103,7.264022,0.04819122,0.9526712
-1.6746789,7.047305,0.030407984,0.6817776
3.5051172,6.6345577,0.017845387,0.26565507
0.07458823,6.6021967,0.058909226,0.39288837
-1.3169467,7.2098594,0.0441407,0.9024214
1.0846729,6.575286,0.020413585,0.15113702
-2.823558,7.535699,0.04995218,0.9790086
-1.1534663,6.4821224,0.314388,0.7513798
-0.8214344,7.4044027,0.04083571,0.9647979
-4.4939795,7.558044,0.085626654,0.98667604
-0.024390394,6.602331,0.53856003,0.96059006
-0.0014691595,6.7568827,0.1747934,0.87247854
-1.2443532,6.7389336,0.24237712,0.8864204
0.34530735,6.8094645,0.02767074,0.44719294
1.8723073,6.5364103,0.091616265,0.55155736
0.26324436,5.951034,0.48601773,0.35403585
0.2676043,6.760696,0.037643448,0.47446072
1.752988,7.2792544,0.022810085,0.9210913
-1.6452692,6.331427,0.8820337,0.9745316
-3.2814877,7.5186987,0.067366414,0.98271126
1.6375161,6.623831,0.17419323,0.8259229
0.4097358,7.0825806,0.03920398,0.8533421
-1.5809687,7.1583676,0.034271628,0.82507396
-1.6095043,7.427862,0.049218018,0.97081345
-1.4456028,7.126813,0.06123601,0.89727265
0.02164044,6.7219763,0.036695845,0.40003258
-1.496512,7.3457623,0.02463577,0.8985558
0.089128904,6.974312,0.030169865,0.6794518
0.20711467,7.1419196,0.031902097,0.8551993
-0.023955205,7.1512604,0.035238992,0.87026113
-2.4169033,6.8569484,0.50750035,0.9801307
0.050576933,6.5710096,0.047671158,0.29072
-2.543836,6.989187,0.102779865,0.865176
0.07798844,7.0114017,0.02919131,0.71324503
0.20097634,7.032113,0.021134928,0.6548444
-2.2398684,6.4915276,0.44430244,0.83253074
-2.2683904,6.661564,0.66676235,0.9754235
1.2734867,6.3920784,0.03532877,0.12013877
-1.721784,6.591419,0.727527,0.9776518
-2.7225049,7.370723,0.09584187,0.9787314
1.5378584,6.6927123,0.12759301,0.8111966
0.2386812,6.3944254,0.64465857,0.93434757
-3.0290356,7.2565274,0.1565842,0.97870034
3.16509,6.7461295,0.015103856,0.33410776
-1.2590436,7.110181,0.036788624,0.8100132
-2.671657,7.3126955,0.029467775,0.87653553
-1.4832189,7.230803,0.040742528,0.9000494
0.7131462,6.299269,0.7755513,0.95443887
0.48595452,6.986612,0.019794418,0.59161144
-1.3505174,6.521035,0.29840985,0.7653308
-1.3147198,7.3786874,0.0567869,0.9703599
-1.7578858,7.4488754,0.04906923,0.9729505
-5.145593,7.782553,0.05932915,0.99263096
0.1522268,6.6374702,0.29688144,0.89653146
-1.5790479,6.128776,0.9453773,0.97307587
-0.011423627,7.1240973,0.015625376,0.6717645
-3.0564911,7.342305,0.039369203,0.9175875
-1.4728293,7.372986,0.019884698,0.8873214
1.0992564,6.554702,0.02083765,0.1406505
-4.1349535,7.5093136,0.08889554,0.9847643
0.21872078,7.1965656,0.023398273,0.8432694
-0.5466605,6.9462175,0.19758007,0.954015
3.289615,6.768559,0.011049592,0.2824241
-1.2331332,7.366239,0.020473111,0.89266473
0.16944973,6.804635,0.029573573,0.45179665
-2.873633,6.621769,0.48061025,0.91378903
2.1330075,7.0747557,0.011545915,0.6342374
3.8321934,6.7169337,0.011345401,0.25722235
-2.793287,7.5230737,0.053703386,0.97966534
-1.2758802,7.087457,0.074394256,0.90457356
-1.2056016,6.6084805,0.39735243,0.9042428
-2.3847444,6.911646,0.48167902,0.9833587
3.395252,6.8306084,0.016724616,0.48970172
-1.6717662,6.123705,0.94678813,0.972689
-1.3541987,7.540271,0.027551195,0.9686766
-1.1984884,7.359565,0.022149758,0.89931613
-1.4125612,6.979348,0.27239403,0.9718188
0.54621404,7.1523395,0.034744684,0.88299733
-2.7684553,7.4550257,0.065504394,0.977427
0.09084881,7.394103,0.031177314,0.9574231
-0.1269834,7.392131,0.033850014,0.959238
-1.3033599,7.1677,0.028395776,0.80593055
-0.63531363,5.9671974,0.895277,0.8839299
-2.8380415,7.549794,0.05031188,0.9806669
0.008573448,7.3145437,0.045052283,0.958194
0.047632225,6.2805433,0.3126798,0.5638283
0.32909235,7.324696,0.03621969,0.95154613
-4.37107,7.605212,0.0661508,0.9858683
0.3359959,7.424009,0.024026098,0.9525655
0.2122538,7.2556596,0.017608529,0.838299
0.081395514,6.827896,0.02988506,0.48212218
-1.4043924,6.609497,0.24782428,0.7924669
0.46966228,6.416664,0.29974583,0.73672855
-1.4067832,7.3660903,0.06470862,0.9726527
-1.4505179,6.62335,0.41025016,0.91200525
-1.1976393,7.228604,0.021067342,0.8025789
-3.8240674,7.7140007,0.03467862,0.98407364
-1.3807105,5.8835573,0.8803449,0.77041745
4.1258183,6.6933174,0.016094293,0.33590844
-0.6342789,5.974232,0.91328466,0.91129714
-2.2082584,6.5171337,0.5514156,0.9079647
0.37455538,7.3550158,0.032581605,0.9534055
-1.4822756,6.2828894,0.8863225,0.96970046
-1.2037362,7.060782,0.030949578,0.7244484
-1.5467296,7.137232,0.017476398,0.6411357
-0.86277455,5.952279,0.9289719,0.9188185
-1.0596243,6.881868,0.042045455,0.60057634
-1.2891531,7.320401,0.023563836,0.8840787
4.819333,6.7443857,0.010971104,0.32611862
-2.63364,7.5226655,0.047967654,0.9772593
-1.3995236,6.604641,0.4213577,0.9091844
-1.4667317,7.0069237,0.02872068,0.6254965
-2.9675043,6.682887,0.4379629,0.9214766
-2.5093129,6.5416245,0.52271783,0.9012805
0.8698691,6.0737724,0.16958916,0.1548285
-1.7815101,6.307725,0.92209846,0.9829715
-1.5638655,6.9974174,0.033494942,0.6539139
2.78289,6.7061157,0.02080412,0.35636693
-2.769024,7.5026007,0.058163088,0.97962314
-1.2577108,7.5419617,0.027770866,0.96991336
-1.2078701,7.1424646,0.054783985,0.8966497
-2.898756,7.3489046,0.031939678,0.9013134
-0.42291823,6.725512,0.4018217,0.95663226
-1.4398116,7.152242,0.060311154,0.90795016
2.0757377,6.5289826,0.10454406,0.5974789
-1.3332328,7.5318384,0.030207979,0.97091615
1.0400742,6.4939747,0.021681767,0.10829783
0.09211261,6.2428765,0.47392774,0.713273
0.0587594,7.202715,0.025476167,0.85680836
-1.2655326,6.9979324,0.023728726,0.5657575
1.7306236,6.7995005,0.0201112,0.41128442
-2.8470848,7.5212984,0.05650147,0.98054254
0.1487551,6.815915,0.03956028,0.5597449
-2.9488776,7.6725044,0.02885761,0.97931594
4.5463886,6.5717516,0.022996062,0.3093733
-0.8338882,6.6882677,0.5252745,0.96822786
0.84546953,6.6232977,0.01199476,0.100718625
-2.9711983,7.521987,0.055074703,0.97939783
3.3795013,6.63947,0.024705462,0.3535001
-1.5481538,6.2454877,0.93389696,0.9817639
-3.936774,7.684549,0.039843414,0.9839399
-1.6148965,7.422779,0.050691914,0.97107995
-1.5632583,6.549341,0.21579583,0.6784308
-1.7559726,6.303671,0.9255279,0.9836965
-2.2584193,6.205201,0.9512476,0.98208654
-2.7955248,6.663758,0.42008728,0.90929884
0.11168683,6.856884,0.034299757,0.5678591
0.09480549,7.1710873,0.029970158,0.8618841
-0.88654155,6.811646,0.03546845,0.45975253
1.4735569,6.44197,0.23808222,0.7320987
-4.5169563,7.4640226,0.13215289,0.98771256
-1.6606133,6.196057,0.93779707,0.97742975
-1.445199,7.477268,0.038342383,0.9703757
0.38513434,7.1832523,0.02179248,0.82584125
-2.751983,7.3841662,0.076043814,0.97290164
0.14206392,6.5483685,0.28869098,0.8341557
-1.6552022,6.294922,0.9013761,0.975663
-0.01912799,7.2495956,0.021973249,0.863088
-0.07539541,6.918703,0.03716203,0.66276276
1.7694248,6.0565834,0.20023438,0.20872484
-0.91888195,6.2686205,0.32018584,0.50337756
4.59306,7.084627,0.012787756,0.7850924
-1.0488343,7.1973324,0.020683149,0.77560884
-4.821388,7.764931,0.044577777,0.9890521
-1.6979584,6.321786,0.9124362,0.9818969
-1.5391937,6.194751,0.9396545,0.97873276
-1.225869,7.5003796,0.031387545,0.9679566
0.34376958,6.646809,0.46502694,0.9591283
-1.2647258,6.913108,0.3183562,0.97023845
-1.6418678,6.2709084,0.9120798,0.9763299
-0.75512534,6.800292,0.3783557,0.9646976
3.412993,6.970037,0.038168155,0.85694957
0.06586326,5.8008757,0.85316706,0.6877484
-1.2991921,6.4866524,0.24921267,0.66697603
-0.95476085,6.7745533,0.43544123,0.9681901
-0.055325247,7.151185,0.01955464,0.7578057
-1.3570884,7.525014,0.0285478,0.9674613
1.7852014,7.210447,0.03271993,0.9274002
-0.043541215,6.373471,0.18004669,0.46016726
-1.3860589,7.154405,0.021450099,0.72562736
3.5748093,6.879413,0.016833877,0.5689722
-2.7936795,7.274307,0.0395252,0.8908554
-1.4552449,6.7008705,0.33982337,0.9160422
-1.8804812,6.1968913,0.9532246,0.9836774
-1.2448217,6.9784117,0.0253026,0.56060123
-2.158564,6.9579363,0.35827565,0.97703665
0.075530745,6.4465504,0.4394168,0.86518645
-4.136245,7.560915,0.07202592,0.9847535
-4.9214897,7.4195538,0.2060235,0.99110985
-2.6350687,7.4689794,0.065965116,0.9798672
-2.89085,7.59951,0.038917262,0.97923857
-1.1914595,7.4118524,0.043997377,0.96658194
0.8954386,6.504657,0.020386634,0.10332993
-1.3571111,7.3998146,0.021913454,0.9138911
-1.3892585,7.1874123,0.0334714,0.848747
-2.164639,6.72516,0.60977787,0.9769693
-2.7708352,7.53493,0.05011033,0.97925264
-3.952646,7.446717,0.12659793,0.987364
-4.156261,7.577796,0.069382794,0.98532075
-2.6464155,7.1186595,0.24741007,0.97949284
